14:42:02.92,2.756742E+1,1.089560E+2
14:42:04.39,2.756725E+1,1.089555E+2
14:42:05.82,2.756740E+1,1.089554E+2
14:42:07.24,2.756739E+1,1.089564E+2
14:42:08.67,2.756730E+1,1.089563E+2
14:42:10.10,2.756737E+1,1.089560E+2
14:42:11.52,2.756732E+1,1.089559E+2
14:42:12.95,2.756745E+1,1.089563E+2
14:42:14.37,2.756738E+1,1.089568E+2
14:42:15.80,2.756735E+1,1.089567E+2
14:42:17.30,2.756731E+1,1.089559E+2
14:42:18.73,2.756731E+1,1.089561E+2
14:42:20.16,2.756733E+1,1.089562E+2
14:42:21.58,2.756728E+1,1.089564E+2
14:42:23.01,2.756727E+1,1.089561E+2
14:42:24.44,2.756723E+1,1.089557E+2
14:42:25.86,2.756724E+1,1.089566E+2
14:42:27.29,2.756724E+1,1.089566E+2
14:42:28.72,2.756721E+1,1.089566E+2
14:42:30.14,2.756739E+1,1.089576E+2
14:42:31.57,2.756732E+1,1.089576E+2
14:42:33.00,2.756721E+1,1.089562E+2
14:42:34.42,2.756748E+1,1.089572E+2
14:42:35.85,2.756739E+1,1.089570E+2
14:42:37.28,2.756734E+1,1.089566E+2
14:42:38.70,2.756740E+1,1.089574E+2
14:42:40.13,2.756742E+1,1.089568E+2
14:42:41.55,2.756745E+1,1.089575E+2
14:42:42.98,2.756729E+1,1.089574E+2
14:42:44.40,2.756719E+1,1.089577E+2
14:42:45.83,2.756731E+1,1.089577E+2
14:42:47.26,2.756740E+1,1.089578E+2
14:42:48.68,2.756737E+1,1.089583E+2
14:42:50.11,2.756728E+1,1.089585E+2
14:42:51.54,2.756742E+1,1.089580E+2
14:42:52.96,2.756731E+1,1.089575E+2
14:42:54.40,2.756729E+1,1.089579E+2
14:42:55.83,2.756732E+1,1.089579E+2
14:42:57.25,2.756734E+1,1.089590E+2
14:42:58.68,2.756738E+1,1.089583E+2
14:43:00.11,2.756729E+1,1.089591E+2
14:43:01.53,2.756732E+1,1.089587E+2
14:43:02.97,2.756730E+1,1.089582E+2
14:43:04.39,2.756735E+1,1.089589E+2
14:43:05.82,2.756734E+1,1.089583E+2
14:43:07.25,2.756745E+1,1.089580E+2
14:43:08.68,2.756731E+1,1.089587E+2
14:43:10.11,2.756727E+1,1.089582E+2
14:43:11.53,2.756742E+1,1.089578E+2
14:43:12.96,2.756732E+1,1.089580E+2
14:43:14.38,2.756735E+1,1.089585E+2
14:43:15.81,2.756723E+1,1.089581E+2
14:43:17.23,2.756729E+1,1.089579E+2
14:43:18.66,2.756731E+1,1.089577E+2
14:43:20.09,2.756737E+1,1.089581E+2
14:43:21.52,2.756731E+1,1.089568E+2
14:43:22.94,2.756732E+1,1.089570E+2
14:43:24.37,2.756737E+1,1.089576E+2
14:43:25.80,2.756738E+1,1.089578E+2
14:43:27.23,2.756731E+1,1.089566E+2
14:43:28.65,2.756739E+1,1.089570E+2
14:43:30.08,2.756748E+1,1.089560E+2
14:43:31.50,2.756738E+1,1.089564E+2
14:43:32.98,2.756727E+1,1.089561E+2
14:43:34.41,2.756730E+1,1.089557E+2
14:43:35.84,2.756732E+1,1.089557E+2
14:43:37.27,2.756741E+1,1.089551E+2
14:43:38.72,2.756742E+1,1.089551E+2
14:43:40.15,2.756729E+1,1.089548E+2
14:43:41.58,2.756733E+1,1.089552E+2
14:43:43.00,2.756735E+1,1.089573E+2
14:43:44.43,2.756730E+1,1.089528E+2
14:43:45.89,2.756732E+1,1.089514E+2
14:43:47.33,2.756730E+1,1.089506E+2
14:43:48.75,2.756728E+1,1.089472E+2
14:43:50.18,2.756743E+1,1.089442E+2
14:43:51.61,2.756734E+1,1.089405E+2
14:43:53.09,2.756742E+1,1.089364E+2
14:43:54.53,2.756737E+1,1.089329E+2
14:43:55.95,2.756733E+1,1.089288E+2
14:43:57.38,2.756738E+1,1.089241E+2
14:43:58.82,2.756744E+1,1.089215E+2
14:44:00.24,2.756742E+1,1.089172E+2
14:44:01.67,2.756735E+1,1.089130E+2
14:44:03.10,2.756741E+1,1.089089E+2
14:44:04.57,2.756735E+1,1.089027E+2
14:44:06.01,2.756739E+1,1.089004E+2
14:44:07.43,2.756738E+1,1.088950E+2
14:44:08.86,2.756734E+1,1.088906E+2
14:44:10.29,2.756733E+1,1.088868E+2
14:44:11.72,2.756737E+1,1.088818E+2
14:44:13.14,2.756738E+1,1.088783E+2
14:44:14.61,2.756727E+1,1.088740E+2
14:44:16.05,2.756731E+1,1.088709E+2
14:44:17.48,2.756737E+1,1.088668E+2
14:44:18.92,2.756737E+1,1.088648E+2
14:44:20.35,2.756732E+1,1.088614E+2
14:44:21.77,2.756732E+1,1.088585E+2
14:44:23.25,2.756735E+1,1.088543E+2
14:44:24.69,2.756731E+1,1.088524E+2
14:44:26.18,2.756733E+1,1.088480E+2
14:44:27.66,2.756735E+1,1.088467E+2
14:44:29.10,2.756733E+1,1.088435E+2
14:44:30.52,2.756738E+1,1.088417E+2
14:44:31.96,2.756740E+1,1.088384E+2
14:44:33.39,2.756739E+1,1.088357E+2
14:44:34.82,2.756730E+1,1.088346E+2
14:44:36.27,2.756732E+1,1.088305E+2
14:44:37.71,2.756738E+1,1.088290E+2
14:44:39.14,2.756733E+1,1.088265E+2
14:44:40.56,2.756732E+1,1.088248E+2
14:44:41.99,2.756737E+1,1.088230E+2
14:44:43.44,2.756738E+1,1.088206E+2
14:44:44.87,2.756725E+1,1.088187E+2
14:44:46.30,2.756727E+1,1.088169E+2
14:44:47.73,2.756738E+1,1.088146E+2
