2.00324803457167E-04,2.00318617427236E-04,02,31,07
2.003262325378E-04,2.00320046463739E-04,02,31,30
2.00327144444733E-04,2.00320958342513E-04,02,31,54
2.003278130094E-04,2.00321626886534E-04,02,32,04
2.003282033044E-04,2.00322017169482E-04,02,32,14
2.00328465892067E-04,2.0032227974904E-04,02,32,24
2.00328699120167E-04,2.00322512969938E-04,02,32,34
2.00328933980133E-04,2.00322747822652E-04,02,32,44
2.00329164760267E-04,2.00322978595659E-04,02,32,54
2.003308977789E-04,2.00324711560777E-04,02,33,17
2.00331233268367E-04,2.00325047039883E-04,02,33,27
2.00331687333567E-04,2.00325501091062E-04,02,33,37
2.00331874992733E-04,2.00325688744434E-04,02,33,47
2.00332071252967E-04,2.00325884998606E-04,02,33,57
2.003331800378E-04,2.003269937492E-04,02,34,20
2.00333619328867E-04,2.00327433026702E-04,02,34,30
0.000200333913553,2.00327727241749E-04,02,34,40
2.003340955881E-04,2.00327909271228E-04,02,34,50
2.00334270856833E-04,2.00328084534549E-04,02,35,00
2.00334456167467E-04,2.0032826983946E-04,02,35,10
2.003346412951E-04,2.00328454961377E-04,02,35,20
2.00334819840667E-04,2.0032863350143E-04,02,35,30
2.00334997369033E-04,2.00328811024315E-04,02,35,40
2.00336726416633E-04,2.00330540018522E-04,02,36,03
2.003369956891E-04,2.00330809282673E-04,02,36,13
2.00337349450433E-04,2.00331163033082E-04,02,36,23
2.003375006224E-04,2.00331314200381E-04,02,36,33
2.00337655173233E-04,2.00331468746442E-04,02,36,42
2.00337806153733E-04,2.00331619722279E-04,02,36,52
2.003389084392E-04,2.00332721973707E-04,02,37,16
2.00339155526033E-04,2.00332969052911E-04,02,37,26
2.00339498671233E-04,2.00333312187514E-04,02,37,35
2.003396207288E-04,2.00333434241312E-04,02,37,45
0.000200339753742,2.00333567250404E-04,02,37,55
2.00339888909567E-04,2.00333702413797E-04,02,38,05
2.003400286517E-04,2.00333842151615E-04,02,38,15
2.00340168306667E-04,2.00333981802269E-04,02,38,25
2.003403006552E-04,2.00334114146716E-04,02,38,35
2.00340432102133E-04,2.0033424558959E-04,02,38,45
2.00340567967433E-04,2.00334381450695E-04,02,38,55
2.00340706409167E-04,2.00334519888153E-04,02,39,05
2.00342493852867E-04,2.00336307276656E-04,02,39,29
2.003427216251E-04,2.00336535041856E-04,02,39,38
2.003429452387E-04,2.00336758648551E-04,02,39,48
2.003430587652E-04,2.00336872171545E-04,02,39,58
2.00343181570533E-04,2.00336994973086E-04,02,40,08
2.00343302994067E-04,2.0033711639287E-04,02,40,18
2.00343420171433E-04,2.00337233566618E-04,02,40,28
2.003435378282E-04,2.00337351219752E-04,02,40,38
2.00344665130233E-04,2.00338478486974E-04,02,41,01
2.00344830491367E-04,2.00338643843001E-04,02,41,11
2.00345065291633E-04,2.00338878636017E-04,02,41,21
2.00345149684233E-04,2.00338963026011E-04,02,41,31
2.003452397348E-04,2.00339053073797E-04,02,41,41
2.00345337568767E-04,2.00339150904743E-04,02,41,51
2.003454487441E-04,2.00339262076643E-04,02,42,01
2.003455584649E-04,2.00339371794055E-04,02,42,11
2.00345663115033E-04,2.00339476440956E-04,02,42,21
2.00345770082933E-04,2.00339583405553E-04,02,42,31
2.00345880084333E-04,2.00339693403556E-04,02,42,40
2.00345988124267E-04,2.00339801440153E-04,02,42,50
2.00346092812733E-04,2.00339906125387E-04,02,43,00
2.00346302098133E-04,2.00340115404325E-04,02,43,10
2.00346511525433E-04,2.00340324825157E-04,02,43,20
2.00347993925733E-04,2.00341807179681E-04,02,43,44
2.00348158247867E-04,2.0034197149674E-04,02,43,54
2.00348258077633E-04,2.00342071323424E-04,02,44,03
2.00348355615867E-04,2.00342168858645E-04,02,44,13
2.00348447336733E-04,2.0034226057668E-04,02,44,23
2.003485407916E-04,2.0034235402866E-04,02,44,33
2.00348632552433E-04,2.0034244578666E-04,02,44,43
2.003487179556E-04,2.0034253118719E-04,02,44,53
2.003488037176E-04,2.00342616946541E-04,02,45,03
2.00348892276233E-04,2.0034270550244E-04,02,45,13
2.003489809156E-04,2.00342794139069E-04,02,45,23
2.00349066755433E-04,2.00342879976252E-04,02,45,33
2.00349150207433E-04,2.00342963425675E-04,02,45,43
2.00349323401733E-04,2.00343136614627E-04,02,45,53
2.00350554321667E-04,2.00344367496549E-04,02,46,16
2.00350667923767E-04,2.00344481095141E-04,02,46,26
2.00350840010667E-04,2.00344653176727E-04,02,46,36
2.003509036663E-04,2.00344716830395E-04,02,46,46
2.003509656213E-04,2.00344778783482E-04,02,46,56
2.00351031298333E-04,2.00344844458487E-04,02,47,06
2.003510999616E-04,2.00344913119633E-04,02,47,16
2.003511692699E-04,2.00344982425793E-04,02,47,26
2.003512340616E-04,2.00345047215492E-04,02,47,36
2.00351297223833E-04,2.00345110375775E-04,02,47,46
2.003513657054E-04,2.00345178855227E-04,02,47,56
2.00351437133767E-04,2.00345250281388E-04,02,48,06
2.00351508573933E-04,2.00345321719349E-04,02,48,16
2.00351646307333E-04,2.00345459448495E-04,02,48,26
2.00351784335267E-04,2.00345597472166E-04,02,48,36
2.00351922380467E-04,2.00345735513104E-04,02,48,46
2.00352058874767E-04,2.00345872003189E-04,02,48,55
2.00352195027533E-04,2.00346008151751E-04,02,49,06
2.00353237159033E-04,2.0034705025107E-04,02,49,29
2.00353335851667E-04,2.00347148940656E-04,02,49,39
2.00353466172967E-04,2.00347279257931E-04,02,49,49
2.003535309834E-04,2.00347344066363E-04,02,49,59
2.00353582810067E-04,2.0034739589143E-04,02,50,08
2.00353634322533E-04,2.00347447402305E-04,02,50,18
2.00353688417933E-04,2.00347501496035E-04,02,50,28
2.00353740545567E-04,2.00347553622059E-04,02,50,38
2.003537943069E-04,2.00347607381732E-04,02,50,48
2.00353847133267E-04,2.00347660206467E-04,02,50,58
2.00353902984467E-04,2.00347716055943E-04,02,51,08
2.00353963721233E-04,2.00347776790834E-04,02,51,18
2.00354024121833E-04,2.00347837189568E-04,02,51,28
2.003541401749E-04,2.00347953239051E-04,02,51,38
2.00354256406767E-04,2.00348069467329E-04,02,51,48
2.003543715262E-04,2.00348184583207E-04,02,51,58
2.00354485620567E-04,2.00348298674051E-04,02,52,08
2.003545996001E-04,2.00348412650064E-04,02,52,18
2.003547128046E-04,2.00348525851069E-04,02,52,28
2.003548267377E-04,2.0034863978065E-04,02,52,38
2.00354936722867E-04,2.00348749762421E-04,02,52,48
