2.003248869324E-04,2.00318700899892E-04,12,08,31
2.00327001194667E-04,2.0032081509687E-04,12,08,54
2.00327549591567E-04,2.00321363476835E-04,12,09,19
2.003282039108E-04,2.00322017775863E-04,12,09,29
2.00328572036733E-04,2.00322385890429E-04,12,09,38
2.00328828117667E-04,2.00322641963454E-04,12,09,48
0.000200329045359,2.00322859198079E-04,12,09,58
2.00329263081567E-04,2.00323076913923E-04,12,10,08
2.00329479917133E-04,2.00323293742794E-04,12,10,18
2.00329692743967E-04,2.00323506563055E-04,12,10,28
2.00329903137133E-04,2.00323716949724E-04,12,10,38
2.00331930311167E-04,2.00325744061159E-04,12,11,02
2.00332266884333E-04,2.00326080623932E-04,12,11,11
2.00332707733367E-04,2.00326521459352E-04,12,11,21
2.003332480746E-04,2.00327061783899E-04,12,11,45
2.00333710112367E-04,2.00327523807398E-04,12,11,54
2.00334091735167E-04,2.00327905418414E-04,12,12,04
2.00334289641033E-04,2.00328103318169E-04,12,12,14
2.003344515705E-04,2.00328265242635E-04,12,12,24
2.003345963159E-04,2.00328409983566E-04,12,12,34
2.00334743035367E-04,2.00328556698502E-04,12,12,44
2.003348989445E-04,2.00328712602821E-04,12,12,54
2.00335050970267E-04,2.00328864623893E-04,12,13,04
2.00335206362333E-04,2.00329020011161E-04,12,13,14
2.00335369386633E-04,2.00329183030427E-04,12,13,24
2.00335526543133E-04,2.00329340182074E-04,12,13,34
2.00337459355333E-04,2.00331272934588E-04,12,13,57
2.00337686199033E-04,2.00331499771284E-04,12,14,07
2.00337976724067E-04,2.00331790287345E-04,12,14,17
2.00338185449933E-04,2.00331999006767E-04,12,14,27
2.00338359068867E-04,2.00332172620339E-04,12,14,37
2.00338852672367E-04,2.00332666208596E-04,12,15,00
2.00339003644133E-04,2.00332817175701E-04,12,15,10
2.00339497187733E-04,2.0033331070406E-04,12,15,20
2.00339583216733E-04,2.00333396730404E-04,12,15,30
2.00339706583733E-04,2.00333520093594E-04,12,15,40
