16:48:01.086 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:01.686 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:02.246 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:02.846 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:03.446 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:04.046 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:04.606 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:05.206 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:05.806 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:06.406 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:06.966 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:07.566 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:08.166 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:08.766 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:09.326 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:09.926 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:10.526 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:11.126 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:11.686 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:12.286 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:12.886 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:13.486 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:14.046 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:14.646 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:15.246 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:15.846 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:16.406 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:17.006 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:17.606 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:18.206 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:18.766 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:19.366 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:19.966 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:20.566 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:21.127 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:21.726 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:22.326 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:22.926 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:23.486 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:24.086 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:24.686 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:25.286 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:25.846 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:26.446 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:27.046 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:27.646 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:28.206 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:28.806 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:29.406 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:30.006 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:30.566 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:31.166 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:31.766 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:32.366 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:32.926 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:33.526 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:34.126 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:34.726 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:35.286 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:35.886 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:36.486 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:37.086 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:37.646 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:38.246 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:38.846 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:39.446 -> Temperature: 48.75⸮C  |  119.75⸮F
16:48:40.006 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:40.606 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:41.206 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:41.806 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:42.366 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:42.966 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:43.566 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:44.166 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:44.726 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:45.326 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:45.926 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:46.526 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:47.086 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:47.686 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:48.286 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:48.886 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:49.446 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:50.046 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:50.646 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:51.246 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:51.806 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:52.406 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:53.006 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:53.606 -> Temperature: 48.81⸮C  |  119.86⸮F
16:48:54.166 -> Temperature: 48.81⸮C  |  119.86⸮F
