24-Oct-18 03:23:17 PM	-2.003982E-2
24-Oct-18 03:23:20 PM	-2.003929E-2
24-Oct-18 03:23:23 PM	-2.003901E-2
24-Oct-18 03:23:26 PM	-2.003889E-2
24-Oct-18 03:23:30 PM	-2.003898E-2
24-Oct-18 03:23:33 PM	-2.003854E-2
24-Oct-18 03:23:36 PM	-2.003842E-2
24-Oct-18 03:23:39 PM	-2.003795E-2
24-Oct-18 03:23:42 PM	-2.003811E-2
24-Oct-18 03:23:45 PM	-2.003789E-2
24-Oct-18 03:23:48 PM	-2.003719E-2
24-Oct-18 03:23:51 PM	-2.003705E-2
24-Oct-18 03:23:54 PM	-2.003753E-2
24-Oct-18 03:23:57 PM	-2.003713E-2
24-Oct-18 03:24:00 PM	-2.003712E-2
24-Oct-18 03:24:03 PM	-2.003671E-2
24-Oct-18 03:24:06 PM	-2.003604E-2
24-Oct-18 03:24:09 PM	-2.003563E-2
24-Oct-18 03:24:12 PM	-2.003587E-2
24-Oct-18 03:24:15 PM	-2.003685E-2
24-Oct-18 03:24:18 PM	-2.003697E-2
24-Oct-18 03:24:21 PM	-2.003696E-2
24-Oct-18 03:24:24 PM	-2.003732E-2
24-Oct-18 03:24:27 PM	-2.003730E-2
24-Oct-18 03:24:30 PM	-2.003719E-2
24-Oct-18 03:24:33 PM	-2.003693E-2
24-Oct-18 03:24:36 PM	-2.003689E-2
24-Oct-18 03:24:39 PM	-2.003663E-2
24-Oct-18 03:24:42 PM	-2.003676E-2
24-Oct-18 03:24:45 PM	-2.003655E-2
24-Oct-18 03:24:48 PM	-2.003651E-2
24-Oct-18 03:24:51 PM	-2.003601E-2
24-Oct-18 03:24:54 PM	-2.003601E-2
24-Oct-18 03:24:57 PM	-2.003607E-2
24-Oct-18 03:25:00 PM	-2.003591E-2
24-Oct-18 03:25:03 PM	-2.003559E-2
24-Oct-18 03:25:06 PM	-2.003506E-2
24-Oct-18 03:25:09 PM	-2.003502E-2
24-Oct-18 03:25:12 PM	-2.003501E-2
24-Oct-18 03:25:15 PM	-2.003476E-2
24-Oct-18 03:25:18 PM	-2.003459E-2
24-Oct-18 03:25:21 PM	-2.003427E-2
24-Oct-18 03:25:24 PM	-2.003391E-2
24-Oct-18 03:25:27 PM	-2.003354E-2
24-Oct-18 03:25:30 PM	-2.003335E-2
24-Oct-18 03:25:33 PM	-2.003335E-2
24-Oct-18 03:25:36 PM	-2.003319E-2
24-Oct-18 03:25:39 PM	-2.003265E-2
24-Oct-18 03:25:42 PM	-2.003247E-2
24-Oct-18 03:25:45 PM	-2.003204E-2
24-Oct-18 03:25:48 PM	-2.003165E-2
24-Oct-18 03:25:51 PM	-2.003166E-2
24-Oct-18 03:25:54 PM	-2.003139E-2
24-Oct-18 03:25:57 PM	-2.003105E-2
24-Oct-18 03:26:00 PM	-2.003093E-2
24-Oct-18 03:26:03 PM	-2.003056E-2
24-Oct-18 03:26:06 PM	-2.003035E-2
24-Oct-18 03:26:09 PM	-2.003002E-2
24-Oct-18 03:26:12 PM	-2.002979E-2
24-Oct-18 03:26:15 PM	-2.002949E-2
24-Oct-18 03:26:18 PM	-2.002968E-2
24-Oct-18 03:26:21 PM	-2.002948E-2
24-Oct-18 03:26:24 PM	-2.002915E-2
24-Oct-18 03:26:27 PM	-2.002897E-2
24-Oct-18 03:26:30 PM	-2.002892E-2
24-Oct-18 03:26:33 PM	-2.002847E-2
24-Oct-18 03:26:36 PM	-2.002832E-2
24-Oct-18 03:26:39 PM	-2.002823E-2
24-Oct-18 03:26:42 PM	-2.002818E-2
24-Oct-18 03:26:45 PM	-2.002785E-2
24-Oct-18 03:26:48 PM	-2.002794E-2
24-Oct-18 03:26:51 PM	-2.002772E-2
24-Oct-18 03:26:54 PM	-2.002755E-2
24-Oct-18 03:26:57 PM	-2.002730E-2
24-Oct-18 03:27:00 PM	-2.002715E-2
24-Oct-18 03:27:03 PM	-2.002703E-2
24-Oct-18 03:27:06 PM	-2.002702E-2
24-Oct-18 03:27:09 PM	-2.002700E-2
24-Oct-18 03:27:12 PM	-2.002707E-2
24-Oct-18 03:27:15 PM	-2.002683E-2
24-Oct-18 03:27:18 PM	-2.002681E-2
24-Oct-18 03:27:21 PM	-2.002685E-2
24-Oct-18 03:27:24 PM	-2.002675E-2
24-Oct-18 03:27:27 PM	-2.002661E-2
24-Oct-18 03:27:30 PM	-2.002642E-2
24-Oct-18 03:27:33 PM	-2.002628E-2
24-Oct-18 03:27:36 PM	-2.002620E-2
24-Oct-18 03:27:39 PM	-2.002614E-2
24-Oct-18 03:27:42 PM	-2.002626E-2
24-Oct-18 03:27:45 PM	-2.002595E-2
24-Oct-18 03:27:48 PM	-2.002597E-2
24-Oct-18 03:27:51 PM	-2.002573E-2
24-Oct-18 03:27:54 PM	-2.002567E-2
24-Oct-18 03:27:57 PM	-2.002560E-2
24-Oct-18 03:28:00 PM	-2.002541E-2
24-Oct-18 03:28:03 PM	-2.002536E-2
24-Oct-18 03:28:06 PM	-2.002531E-2
24-Oct-18 03:28:09 PM	-2.002532E-2
24-Oct-18 03:28:13 PM	-2.002540E-2
24-Oct-18 03:28:16 PM	-2.002501E-2
24-Oct-18 03:28:19 PM	-2.002516E-2
24-Oct-18 03:28:22 PM	-2.002496E-2
24-Oct-18 03:28:25 PM	-2.002491E-2
24-Oct-18 03:28:28 PM	-2.002487E-2
24-Oct-18 03:28:31 PM	-2.002482E-2
24-Oct-18 03:28:34 PM	-2.002470E-2
24-Oct-18 03:28:37 PM	-2.002442E-2
24-Oct-18 03:28:40 PM	-2.002452E-2
24-Oct-18 03:28:43 PM	-2.002457E-2
24-Oct-18 03:28:46 PM	-2.002443E-2
24-Oct-18 03:28:49 PM	-2.002434E-2
24-Oct-18 03:28:52 PM	-2.002424E-2
24-Oct-18 03:28:55 PM	-2.002426E-2
24-Oct-18 03:28:58 PM	-2.002429E-2
24-Oct-18 03:29:01 PM	-2.002413E-2
24-Oct-18 03:29:04 PM	-2.002388E-2
24-Oct-18 03:29:07 PM	-2.002394E-2
24-Oct-18 03:29:10 PM	-2.002393E-2
24-Oct-18 03:29:13 PM	-2.002383E-2
24-Oct-18 03:29:16 PM	-2.002387E-2
24-Oct-18 03:29:19 PM	-2.002393E-2
24-Oct-18 03:29:22 PM	-2.002399E-2
24-Oct-18 03:29:25 PM	-2.002380E-2
24-Oct-18 03:29:28 PM	-2.002374E-2
24-Oct-18 03:29:31 PM	-2.002368E-2
24-Oct-18 03:29:34 PM	-2.002339E-2
24-Oct-18 03:29:37 PM	-2.002341E-2
24-Oct-18 03:29:40 PM	-2.002331E-2
24-Oct-18 03:29:43 PM	-2.002328E-2
24-Oct-18 03:29:46 PM	-2.002360E-2
24-Oct-18 03:29:49 PM	-2.002374E-2
24-Oct-18 03:29:52 PM	-2.002369E-2
24-Oct-18 03:29:55 PM	-2.002321E-2
24-Oct-18 03:29:58 PM	-2.002326E-2
24-Oct-18 03:30:01 PM	-2.002316E-2
24-Oct-18 03:30:04 PM	-2.002315E-2
24-Oct-18 03:30:07 PM	-2.002315E-2
24-Oct-18 03:30:10 PM	-2.002307E-2
24-Oct-18 03:30:13 PM	-2.002332E-2
24-Oct-18 03:30:16 PM	-2.002323E-2
24-Oct-18 03:30:19 PM	-2.002320E-2
24-Oct-18 03:30:22 PM	-2.002317E-2
24-Oct-18 03:30:25 PM	-2.002306E-2
24-Oct-18 03:30:28 PM	-2.002313E-2
24-Oct-18 03:30:31 PM	-2.002327E-2
24-Oct-18 03:30:34 PM	-2.002271E-2
24-Oct-18 03:30:37 PM	-2.002279E-2
24-Oct-18 03:30:40 PM	-2.002272E-2
24-Oct-18 03:30:43 PM	-2.002257E-2
24-Oct-18 03:30:46 PM	-2.002272E-2
24-Oct-18 03:30:49 PM	-2.002294E-2
24-Oct-18 03:30:52 PM	-2.002297E-2
24-Oct-18 03:30:55 PM	-2.002273E-2
24-Oct-18 03:30:58 PM	-2.002298E-2
24-Oct-18 03:31:01 PM	-2.002274E-2
24-Oct-18 03:31:04 PM	-2.002293E-2
24-Oct-18 03:31:07 PM	-2.002278E-2
24-Oct-18 03:31:10 PM	-2.002291E-2
24-Oct-18 03:31:13 PM	-2.002314E-2
24-Oct-18 03:31:16 PM	-2.002277E-2
24-Oct-18 03:31:19 PM	-2.002265E-2
