00:56:12.50 , 19.0 degC;
00:56:13.52 , 19.0 degC;
00:56:14.56 , 18.94 degC;
00:56:15.59 , 18.94 degC;
00:56:16.61 , 18.94 degC;
00:56:17.65 , 18.94 degC;
00:56:18.68 , 19.0 degC;
00:56:19.71 , 19.0 degC;
00:56:20.75 , 19.06 degC;
00:56:21.77 , 19.12 degC;
00:56:22.80 , 19.19 degC;
00:56:23.83 , 19.19 degC;
00:56:24.85 , 19.25 degC;
00:56:25.88 , 19.31 degC;
00:56:26.91 , 19.31 degC;
00:56:27.94 , 19.31 degC;
00:56:28.97 , 19.37 degC;
00:56:30.01 , 19.37 degC;
00:56:31.04 , 19.37 degC;
00:56:32.07 , 19.44 degC;
00:56:33.10 , 19.44 degC;
00:56:34.13 , 19.44 degC;
00:56:35.16 , 19.44 degC;
00:56:36.19 , 19.5 degC;
00:56:37.21 , 19.5 degC;
00:56:38.24 , 19.5 degC;
00:56:39.28 , 19.5 degC;
00:56:40.31 , 19.5 degC;
00:56:41.33 , 19.56 degC;
00:56:42.37 , 19.56 degC;
00:56:43.39 , 19.56 degC;
00:56:44.42 , 19.56 degC;
00:56:45.45 , 19.56 degC;
00:56:46.48 , 19.56 degC;
00:56:47.51 , 19.56 degC;
00:56:48.54 , 19.5 degC;
00:56:49.57 , 19.44 degC;
00:56:50.60 , 19.37 degC;
00:56:51.63 , 19.37 degC;
00:56:52.66 , 19.31 degC;
00:56:53.69 , 19.31 degC;
00:56:54.72 , 19.31 degC;
00:56:55.75 , 19.25 degC;
00:56:56.78 , 19.25 degC;
00:56:57.81 , 19.25 degC;
00:56:58.84 , 19.19 degC;
00:56:59.87 , 19.19 degC;
00:57:00.90 , 19.19 degC;
00:57:01.93 , 19.19 degC;
00:57:02.95 , 19.12 degC;
00:57:03.99 , 19.19 degC;
00:57:05.03 , 19.12 degC;
00:57:06.05 , 19.12 degC;
00:57:07.08 , 19.12 degC;
00:57:08.11 , 19.12 degC;
00:57:09.13 , 19.12 degC;
00:57:10.17 , 19.06 degC;
00:57:11.20 , 19.12 degC;
00:57:12.22 , 19.06 degC;
00:57:13.26 , 19.06 degC;
00:57:14.28 , 19.06 degC;
00:57:15.32 , 19.06 degC;
00:57:16.35 , 19.06 degC;
00:57:17.37 , 19.06 degC;
00:57:18.41 , 19.06 degC;
00:57:19.44 , 19.06 degC;
00:57:20.47 , 19.06 degC;
00:57:21.50 , 19.06 degC;
00:57:22.53 , 19.0 degC;
00:57:23.56 , 19.0 degC;
00:57:24.58 , 19.0 degC;
00:57:25.61 , 19.0 degC;
00:57:26.65 , 19.0 degC;
00:57:27.68 , 19.0 degC;
00:57:28.70 , 19.0 degC;
00:57:29.74 , 19.0 degC;
00:57:30.76 , 19.0 degC;
00:57:31.80 , 19.0 degC;
00:57:32.83 , 19.0 degC;
00:57:33.86 , 18.94 degC;
00:57:34.89 , 19.0 degC;
00:57:35.91 , 18.94 degC;
00:57:36.95 , 19.0 degC;
00:57:37.98 , 19.0 degC;
00:57:39.00 , 18.94 degC;
00:57:40.03 , 18.94 degC;
00:57:41.07 , 18.94 degC;
00:57:42.09 , 18.94 degC;
00:57:43.13 , 18.94 degC;
00:57:44.15 , 18.94 degC;
00:57:45.18 , 18.87 degC;
00:57:46.23 , 18.87 degC;
00:57:47.24 , 18.94 degC;
00:57:48.27 , 18.94 degC;
00:57:49.31 , 18.87 degC;
00:57:50.33 , 18.87 degC;
00:57:51.37 , 18.94 degC;
00:57:52.40 , 18.87 degC;
00:57:53.42 , 18.87 degC;
00:57:54.46 , 18.87 degC;
00:57:55.48 , 18.87 degC;
00:57:56.52 , 18.87 degC;
00:57:57.54 , 18.87 degC;
00:57:58.58 , 18.87 degC;
00:57:59.61 , 18.87 degC;
00:58:00.63 , 18.87 degC;
00:58:01.67 , 18.87 degC;
00:58:02.69 , 18.87 degC;
00:58:03.73 , 18.81 degC;
00:58:04.76 , 18.87 degC;
00:58:05.79 , 18.87 degC;
00:58:06.81 , 18.87 degC;
00:58:07.84 , 18.87 degC;
00:58:08.88 , 18.87 degC;
00:58:09.90 , 18.87 degC;
00:58:10.94 , 18.87 degC;
00:58:11.96 , 18.87 degC;
00:58:12.99 , 18.87 degC;
00:58:14.03 , 18.87 degC;
00:58:15.05 , 18.87 degC;
00:58:16.08 , 18.87 degC;
00:58:17.11 , 18.87 degC;
00:58:18.14 , 18.87 degC;
00:58:19.17 , 18.87 degC;
00:58:20.21 , 18.87 degC;
00:58:21.23 , 18.87 degC;
00:58:22.26 , 18.87 degC;
00:58:23.30 , 18.87 degC;
00:58:24.32 , 18.81 degC;
00:58:25.36 , 18.87 degC;
00:58:26.38 , 18.87 degC;
00:58:27.41 , 18.87 degC;
00:58:28.45 , 18.87 degC;
00:58:29.47 , 18.87 degC;
00:58:30.51 , 18.81 degC;
00:58:31.53 , 18.81 degC;
00:58:32.56 , 18.81 degC;
00:58:33.59 , 18.81 degC;
00:58:34.62 , 18.87 degC;
00:58:35.66 , 18.87 degC;
00:58:36.68 , 18.81 degC;
00:58:37.72 , 18.87 degC;
00:58:38.74 , 18.81 degC;
00:58:39.77 , 18.87 degC;
00:58:40.81 , 18.81 degC;
00:58:41.83 , 18.81 degC;
00:58:42.87 , 18.81 degC;
00:58:43.89 , 18.81 degC;
00:58:44.92 , 18.81 degC;
00:58:45.95 , 18.81 degC;
00:58:46.98 , 18.81 degC;
00:58:48.01 , 18.81 degC;
00:58:49.04 , 18.81 degC;
00:58:50.07 , 18.81 degC;
00:58:51.10 , 18.81 degC;
00:58:52.14 , 18.87 degC;
00:58:53.16 , 18.87 degC;
00:58:54.20 , 18.81 degC;
00:58:55.23 , 18.87 degC;
00:58:56.25 , 18.81 degC;
00:58:57.28 , 18.87 degC;
00:58:58.31 , 18.87 degC;
00:58:59.34 , 18.87 degC;
00:59:00.37 , 18.87 degC;
00:59:01.40 , 18.87 degC;
00:59:02.43 , 18.87 degC;
00:59:03.46 , 18.87 degC;
00:59:04.49 , 18.87 degC;
00:59:05.52 , 18.87 degC;
00:59:06.55 , 18.87 degC;
00:59:07.57 , 18.87 degC;
00:59:08.61 , 18.87 degC;
00:59:09.63 , 18.87 degC;
00:59:10.67 , 18.87 degC;
00:59:11.70 , 18.87 degC;
00:59:12.73 , 18.87 degC;
00:59:13.76 , 18.81 degC;
00:59:14.79 , 18.87 degC;
00:59:15.82 , 18.87 degC;
00:59:16.85 , 18.87 degC;
00:59:17.88 , 18.87 degC;
00:59:18.91 , 18.87 degC;
00:59:19.94 , 18.87 degC;
00:59:20.97 , 18.81 degC;
00:59:22.00 , 18.87 degC;
00:59:23.02 , 18.87 degC;
00:59:24.06 , 18.87 degC;
00:59:25.09 , 18.87 degC;
00:59:26.12 , 18.87 degC;
00:59:27.15 , 18.87 degC;
00:59:28.18 , 18.87 degC;
00:59:29.21 , 18.87 degC;
00:59:30.24 , 18.87 degC;
00:59:31.27 , 18.87 degC;
00:59:32.30 , 18.87 degC;
00:59:33.32 , 18.87 degC;
00:59:34.35 , 18.87 degC;
00:59:35.39 , 18.87 degC;
00:59:36.41 , 18.87 degC;
00:59:37.45 , 18.87 degC;
00:59:38.48 , 18.87 degC;
00:59:39.51 , 18.87 degC;
00:59:40.54 , 18.87 degC;
00:59:41.57 , 18.87 degC;
00:59:42.59 , 18.87 degC;
